reg,cl_age90,jour,hosp,rea,HospConv,SSR_USLD,autres,rad,dc
52,89,2020-12-29,327,6,,,,1535,557
28,39,2021-05-06,28,4,20.0,4.0,0.0,468,9
76,59,2021-01-27,122,26,,,,1407,48
11,89,2021-07-17,298,15,61.0,218.0,4.0,16852,6906
75,49,2021-05-23,39,12,26.0,1.0,0.0,1133,27
28,9,2021-06-04,2,0,1.0,1.0,0.0,75,0
75,69,2020-12-29,140,49,,,,1289,129
24,29,2021-03-15,13,1,8.0,2.0,2.0,182,1
4,69,2021-07-07,31,11,15.0,5.0,0.0,430,53
28,9,2021-01-20,1,0,,,,37,0
32,69,2021-02-09,433,119,,,,3708,621
53,29,2020-12-03,2,0,,,,97,0
4,59,2021-03-16,41,22,17.0,2.0,0.0,187,15
53,89,2021-04-22,218,3,132.0,76.0,7.0,1572,620
93,9,2021-08-02,11,2,9.0,0.0,0.0,336,0
52,59,2021-05-26,64,21,35.0,8.0,0.0,1503,61
32,9,2021-03-28,6,0,6.0,0.0,0.0,242,0
2,79,2021-07-13,6,1,4.0,1.0,0.0,163,25
52,0,2021-05-22,534,98,282.0,151.0,3.0,12589,2649
2,59,2021-07-26,26,5,19.0,2.0,0.0,182,10
28,49,2021-05-07,62,16,31.0,14.0,1.0,784,31
2,9,2021-04-08,0,0,0.0,0.0,0.0,1,0
3,90,2021-03-14,0,0,0.0,0.0,0.0,10,2
6,29,2020-12-21,0,0,,,,82,0
27,0,2021-05-05,1199,190,656.0,307.0,46.0,18057,4587
75,79,2021-01-19,318,71,,,,1702,375
52,69,2021-06-23,47,9,21.0,17.0,0.0,2051,242
1,49,2021-06-16,12,3,6.0,3.0,0.0,191,8
2,29,2021-06-10,0,0,0.0,0.0,0.0,23,0
44,19,2021-01-17,4,0,,,,145,0
4,49,2021-02-04,0,0,,,,95,3
76,9,2021-02-12,2,0,,,,118,0
75,90,2021-06-19,72,0,42.0,30.0,0.0,1981,1033
3,90,2021-04-01,0,0,0.0,0.0,0.0,10,2
32,90,2021-06-15,162,2,79.0,81.0,0.0,3243,1922
94,49,2021-06-18,2,0,0.0,1.0,1.0,64,2
4,69,2021-05-29,35,10,22.0,3.0,0.0,367,45
3,39,2021-01-17,8,0,,,,425,1
1,90,2021-04-26,6,0,5.0,1.0,0.0,29,14
44,90,2021-02-12,403,2,,,,2517,1607
94,59,2020-03-20,10,3,,,,5,0
27,9,2021-06-30,1,0,1.0,0.0,0.0,86,0
6,39,2020-12-16,0,0,,,,73,0
75,49,2021-07-26,19,2,15.0,2.0,0.0,1253,28
11,89,2021-06-26,409,12,106.0,286.0,5.0,16676,6883
4,29,2021-04-27,3,2,1.0,0.0,0.0,103,1
6,89,2021-05-14,1,0,1.0,0.0,0.0,62,30
11,79,2021-05-23,1125,226,423.0,461.0,15.0,16678,4713
6,79,2021-05-18,1,1,0.0,0.0,0.0,129,31
11,9,2021-06-03,9,2,7.0,0.0,0.0,946,3
52,90,2021-05-30,62,0,25.0,37.0,0.0,1538,720
1,0,2020-12-19,62,5,,,,751,167
28,69,2021-01-18,200,36,,,,1149,192
52,19,2021-06-20,3,0,1.0,1.0,1.0,93,0
4,59,2021-04-23,35,10,21.0,4.0,0.0,258,23
76,89,2021-03-15,413,26,206.0,180.0,1.0,3453,1363
44,89,2021-05-16,440,15,238.0,185.0,2.0,8351,4014
28,0,2021-06-04,931,127,398.0,405.0,1.0,13833,3314
44,29,2021-07-12,4,0,1.0,0.0,3.0,960,3
53,0,2020-03-25,158,38,,,,102,28
24,90,2021-07-01,27,0,5.0,22.0,0.0,1312,731
93,39,2021-07-02,12,2,5.0,4.0,1.0,2148,13
32,0,2021-07-25,864,83,366.0,393.0,22.0,38606,9308
76,89,2020-12-30,406,23,,,,2189,850
27,49,2021-07-21,9,4,3.0,0.0,2.0,1257,26
84,9,2021-03-12,2,0,,,,234,0
32,90,2020-12-17,384,2,,,,1397,850
93,0,2021-07-05,789,113,167.0,492.0,17.0,40623,8053
28,90,2021-06-19,80,0,34.0,46.0,0.0,1483,758
32,0,2021-03-15,3035,513,1780.0,730.0,12.0,25764,6727
28,90,2020-12-24,198,0,,,,523,322
3,90,2021-01-09,0,0,,,,8,1
24,0,2021-05-25,718,111,291.0,304.0,12.0,11735,2707
84,69,2021-06-01,373,100,169.0,97.0,7.0,8194,996
3,19,2021-06-01,1,0,1.0,0.0,0.0,194,0
76,19,2021-03-16,0,0,0.0,0.0,0.0,135,0
28,59,2021-03-15,95,21,52.0,18.0,4.0,1041,69
28,0,2021-05-26,1077,157,482.0,438.0,0.0,13494,3276
53,9,2021-06-29,0,0,0.0,0.0,0.0,67,0
3,0,2021-06-28,124,38,79.0,6.0,1.0,2968,137
4,9,2020-12-05,0,0,,,,21,0
93,69,2021-06-09,252,61,71.0,118.0,2.0,7355,708
28,9,2020-12-10,2,0,,,,33,0
93,9,2021-04-07,5,0,4.0,1.0,0.0,246,0
32,0,2021-07-15,1091,137,489.0,454.0,11.0,38306,9275
44,9,2021-07-28,0,0,0.0,0.0,0.0,270,1
3,0,2021-07-31,111,28,66.0,4.0,13.0,3267,180
76,59,2021-04-25,199,68,100.0,28.0,3.0,2400,78
2,69,2020-12-12,10,4,,,,74,7
93,79,2021-07-21,155,24,29.0,100.0,2.0,8340,1840
2,49,2021-05-20,3,1,0.0,2.0,0.0,97,8
1,59,2021-04-29,28,13,12.0,2.0,1.0,204,15
4,0,2021-03-05,148,58,,,,928,76
24,49,2021-07-04,16,4,5.0,7.0,0.0,911,14
84,79,2021-03-25,849,174,486.0,174.0,15.0,8585,2110
27,29,2021-01-25,30,1,,,,289,2
84,39,2020-03-25,26,6,,,,48,1
76,9,2021-05-15,1,0,1.0,0.0,0.0,153,0
24,0,2021-01-26,1090,136,,,,6351,1603
3,49,2021-04-29,9,4,4.0,1.0,0.0,331,4
52,49,2021-03-24,26,7,18.0,1.0,0.0,622,13
3,9,2020-12-27,0,0,,,,118,0
4,19,2021-04-12,0,0,0.0,0.0,0.0,41,1
1,49,2020-03-18,0,0,,,,0,0
24,0,2020-03-25,165,58,,,,36,13
11,89,2020-03-22,445,59,,,,56,58
75,9,2021-07-03,1,0,1.0,0.0,0.0,114,0
4,0,2021-03-13,174,71,,,,988,85
76,9,2021-04-11,0,0,0.0,0.0,0.0,148,0
27,19,2021-03-07,4,2,,,,136,0
11,89,2021-04-20,1636,90,782.0,758.0,6.0,14530,6297
28,29,2021-04-14,14,2,12.0,0.0,0.0,217,1
76,79,2021-05-22,294,66,109.0,117.0,2.0,4324,959
27,49,2021-02-18,32,5,,,,836,18
6,29,2021-04-15,1,1,0.0,0.0,0.0,176,1
76,39,2021-02-13,17,0,,,,557,3
11,19,2021-03-14,26,3,16.0,5.0,2.0,655,4
32,59,2021-02-17,209,49,,,,2837,189
75,49,2020-12-04,21,1,,,,458,11
75,89,2020-12-20,409,17,,,,1701,659
53,0,2021-02-23,728,50,,,,4630,1110
2,49,2021-02-04,2,1,,,,50,1
84,90,2021-07-29,52,0,26.0,26.0,0.0,5352,2790
28,9,2020-12-06,2,0,,,,33,0
75,79,2021-07-10,88,11,33.0,44.0,0.0,3363,776
27,49,2020-12-10,49,9,,,,572,10
84,49,2021-05-18,124,29,82.0,10.0,3.0,3369,75
94,39,2021-05-22,2,0,0.0,2.0,0.0,51,1
11,89,2021-01-02,1505,71,,,,9546,4115
53,79,2021-04-30,194,34,91.0,57.0,12.0,1348,284
32,59,2021-08-02,85,15,33.0,35.0,2.0,5278,319
53,19,2021-03-05,1,1,,,,51,0
52,49,2021-07-03,7,4,2.0,1.0,0.0,957,20
84,49,2021-05-28,83,19,49.0,12.0,3.0,3465,79
6,69,2021-06-15,2,1,1.0,0.0,0.0,194,32
84,19,2021-02-27,12,2,,,,297,0
24,39,2020-12-24,7,0,,,,229,2
94,19,2021-06-01,0,0,0.0,0.0,0.0,5,0
44,49,2021-01-14,70,17,,,,1560,53
1,49,2021-02-26,2,0,,,,105,7
44,29,2021-07-19,4,0,1.0,0.0,3.0,963,3
3,69,2021-04-30,22,6,12.0,4.0,0.0,270,24
94,90,2021-02-21,20,0,,,,44,26
27,39,2020-12-13,16,4,,,,343,8
24,29,2021-06-27,3,0,0.0,1.0,2.0,305,1
4,90,2021-05-07,6,0,5.0,1.0,0.0,18,10
93,89,2021-03-22,843,33,417.0,391.0,2.0,6280,2694
76,49,2021-05-18,56,12,34.0,10.0,0.0,1497,28
11,89,2021-05-31,874,34,268.0,567.0,5.0,16123,6809
93,29,2021-06-14,17,3,7.0,5.0,2.0,1332,6
28,69,2020-12-21,148,26,,,,976,165
76,79,2021-03-10,352,91,,,,3178,694
1,49,2021-02-16,3,0,,,,103,7
11,49,2021-06-29,115,34,47.0,27.0,7.0,9896,341
52,39,2021-02-25,8,0,,,,374,3
75,89,2021-05-09,353,20,228.0,105.0,0.0,3656,1489
6,9,2021-01-06,0,0,,,,20,0
44,79,2021-06-14,258,48,123.0,86.0,1.0,7849,2391
28,19,2021-03-28,4,0,4.0,0.0,0.0,51,0
4,49,2021-03-19,21,7,8.0,6.0,0.0,140,3
94,49,2020-03-22,3,0,,,,7,0
1,90,2020-12-04,12,0,,,,16,7
93,9,2021-04-24,5,0,4.0,1.0,0.0,266,0
6,69,2021-05-22,2,2,0.0,0.0,0.0,193,32
44,89,2020-03-19,287,20,,,,26,74
75,39,2021-04-13,21,8,10.0,3.0,0.0,565,2
3,69,2021-02-15,12,6,,,,242,21
1,19,2021-02-21,0,0,,,,9,0
4,90,2021-01-08,0,0,,,,7,0
27,9,2021-06-19,0,0,0.0,0.0,0.0,85,0
2,19,2021-07-05,0,0,0.0,0.0,0.0,5,0
53,29,2021-04-19,8,2,5.0,0.0,1.0,187,0
32,69,2021-01-12,344,82,,,,3270,540
94,89,2021-05-09,14,0,6.0,8.0,0.0,181,77
94,9,2021-04-24,0,0,0.0,0.0,0.0,11,0
52,29,2020-12-04,5,0,,,,172,0
84,49,2021-03-26,136,32,88.0,11.0,5.0,2503,52
52,9,2021-08-01,3,0,3.0,0.0,0.0,71,0
2,49,2021-05-18,4,1,1.0,2.0,0.0,96,8
24,9,2021-04-29,0,0,0.0,0.0,0.0,72,0
94,79,2021-02-28,26,7,,,,136,37
76,19,2020-12-21,1,0,,,,98,0
27,49,2021-07-28,6,1,3.0,0.0,2.0,1264,26
84,29,2021-07-20,13,2,11.0,0.0,0.0,1482,11
1,19,2020-03-21,0,0,,,,0,0
53,29,2021-07-03,4,1,2.0,0.0,1.0,249,0
44,0,2021-07-12,469,46,208.0,204.0,11.0,38369,10220
76,59,2021-07-04,39,9,10.0,18.0,2.0,2856,99
3,59,2021-04-18,10,6,4.0,0.0,0.0,248,19
1,49,2021-03-22,2,1,1.0,0.0,0.0,110,7
24,49,2021-01-24,22,2,,,,421,8
24,59,2020-12-14,55,15,,,,573,33
11,49,2020-12-30,168,35,,,,5252,216
11,90,2020-12-13,738,7,,,,4125,2264
11,9,2021-04-24,13,4,8.0,1.0,0.0,852,3
53,39,2021-05-24,9,0,7.0,1.0,1.0,378,3
4,89,2020-12-15,6,1,,,,55,13
2,0,2021-03-29,49,12,35.0,2.0,0.0,440,51
76,29,2021-04-19,21,3,18.0,0.0,0.0,492,3
11,89,2021-02-11,1475,59,,,,11325,4805
75,69,2021-02-14,204,59,,,,1678,186
76,0,2021-03-26,1546,319,788.0,429.0,10.0,15905,3528
93,29,2021-01-29,19,3,,,,848,2
53,89,2021-07-17,81,0,35.0,37.0,9.0,1858,698
11,19,2021-06-27,13,1,9.0,0.0,3.0,1022,4
11,19,2021-02-21,19,4,,,,606,4
93,0,2021-04-11,3297,564,1594.0,1106.0,33.0,33389,6973
24,39,2021-05-25,15,5,7.0,3.0,0.0,493,3
28,89,2021-07-02,122,1,56.0,65.0,0.0,3365,1274
93,29,2021-04-30,25,6,13.0,4.0,2.0,1224,6
2,49,2021-08-04,23,10,13.0,0.0,0.0,136,8
6,9,2021-06-04,0,0,0.0,0.0,0.0,30,0
2,39,2021-01-07,1,0,,,,24,3
93,89,2021-07-11,159,7,28.0,123.0,1.0,8044,3302
11,49,2021-04-02,502,146,304.0,30.0,22.0,7131,271
32,29,2021-03-22,37,2,33.0,1.0,1.0,754,3
32,79,2021-05-04,762,168,408.0,183.0,3.0,6866,1962
53,79,2021-06-06,115,20,44.0,37.0,14.0,1491,310
6,9,2021-07-13,0,0,0.0,0.0,0.0,31,0
11,69,2021-02-04,827,208,,,,10846,1831
76,0,2021-05-18,1247,232,573.0,426.0,16.0,20314,4417
3,9,2021-05-27,0,0,0.0,0.0,0.0,126,0
53,90,2021-06-15,52,0,21.0,29.0,2.0,770,428
75,29,2021-06-24,2,0,2.0,0.0,0.0,500,2
76,19,2021-04-30,2,0,2.0,0.0,0.0,174,0
24,9,2021-03-07,0,0,,,,53,0
27,29,2021-03-21,15,0,8.0,2.0,5.0,389,3
24,89,2021-06-12,79,0,25.0,54.0,0.0,2807,1107
2,9,2021-05-09,0,0,0.0,0.0,0.0,1,0
53,0,2021-05-05,780,97,442.0,196.0,45.0,7041,1535
76,90,2021-05-21,116,0,55.0,61.0,0.0,2062,1175
2,69,2021-05-07,28,6,20.0,2.0,0.0,165,11
93,59,2020-12-18,123,28,,,,2414,89
32,49,2020-12-20,58,8,,,,1266,31
2,49,2021-05-25,2,0,1.0,1.0,0.0,98,8
75,0,2021-04-02,1161,228,646.0,282.0,5.0,13179,3189
53,79,2021-02-06,161,18,,,,862,174
44,19,2021-06-03,6,0,5.0,0.0,1.0,239,0
6,19,2020-12-25,0,0,,,,26,0
94,59,2021-05-24,6,2,2.0,1.0,1.0,132,8
76,29,2021-06-06,10,3,5.0,1.0,1.0,575,4
2,49,2021-07-26,17,3,14.0,0.0,0.0,114,8
1,0,2021-07-18,114,16,62.0,36.0,0.0,1556,322
32,29,2021-04-03,30,7,20.0,1.0,2.0,801,3
76,19,2021-01-27,1,0,,,,113,0
44,19,2020-12-11,7,1,,,,125,0
32,89,2021-04-22,919,37,553.0,328.0,1.0,7095,3196
11,69,2021-07-22,326,76,91.0,148.0,11.0,18154,2934
4,39,2021-02-07,0,0,,,,83,1
24,90,2021-08-01,18,0,5.0,13.0,0.0,1322,731
11,69,2021-02-26,856,236,,,,11700,1984
53,59,2021-08-01,24,4,11.0,5.0,4.0,1086,44
32,9,2020-12-27,4,0,,,,178,0
2,69,2021-04-08,23,3,20.0,0.0,0.0,103,10
76,59,2021-02-08,154,43,,,,1515,51
84,49,2021-03-08,113,21,,,,2327,48
24,59,2021-07-08,32,6,10.0,14.0,2.0,1591,79
94,69,2021-07-14,7,0,1.0,5.0,1.0,176,22
6,89,2021-06-11,0,0,0.0,0.0,0.0,65,30
52,79,2021-05-19,144,29,77.0,36.0,2.0,2422,492
1,19,2021-02-10,0,0,,,,9,0
24,89,2020-12-06,278,11,,,,1112,450
24,69,2020-03-23,18,11,,,,4,0
11,19,2021-01-18,27,1,,,,538,4
27,9,2021-07-25,0,0,0.0,0.0,0.0,92,0
6,59,2021-02-24,25,10,,,,144,11
32,79,2021-01-27,597,104,,,,4161,1122
76,90,2021-05-25,110,0,50.0,60.0,0.0,2071,1177
11,90,2021-05-19,583,9,217.0,357.0,0.0,7352,3936
27,19,2021-07-07,2,1,0.0,1.0,0.0,201,0
11,90,2021-01-24,744,12,,,,4951,2644
1,0,2020-03-23,6,6,,,,0,0
27,79,2021-06-18,102,17,42.0,43.0,0.0,4342,1058
4,59,2021-05-14,32,7,20.0,5.0,0.0,313,24
4,29,2021-04-06,4,0,3.0,1.0,0.0,94,1
27,79,2021-06-28,95,14,42.0,39.0,0.0,4359,1063
2,0,2021-03-17,23,5,16.0,2.0,0.0,419,49
3,0,2021-04-20,54,14,32.0,5.0,3.0,2311,92
32,19,2021-02-11,8,2,,,,182,1
24,29,2021-02-14,10,2,,,,161,1
53,0,2021-01-07,542,41,,,,3462,757
75,89,2021-04-01,335,12,197.0,126.0,0.0,3253,1329
24,59,2021-07-12,30,7,8.0,13.0,2.0,1593,81
4,49,2021-05-22,25,5,14.0,6.0,0.0,231,6
52,49,2021-05-25,26,7,17.0,2.0,0.0,903,20
76,59,2021-03-23,147,46,79.0,21.0,1.0,1932,62
94,59,2021-01-13,1,0,,,,83,5
2,29,2021-06-17,0,0,0.0,0.0,0.0,23,0
24,59,2021-06-30,38,8,13.0,15.0,2.0,1585,77
27,0,2021-06-05,594,92,246.0,237.0,19.0,19347,4785
93,69,2021-02-18,543,155,,,,4491,412
94,90,2021-02-08,15,1,,,,35,22
52,49,2021-02-20,21,12,,,,528,11
27,39,2021-05-09,23,2,13.0,1.0,7.0,654,10
4,89,2021-04-20,22,2,13.0,7.0,0.0,109,33
44,69,2021-01-28,413,100,,,,4472,710
2,0,2021-03-10,18,7,,,,416,47
94,49,2020-12-31,1,0,,,,40,2
84,89,2021-05-17,642,15,374.0,248.0,5.0,11211,4708
11,49,2021-06-25,124,38,49.0,29.0,8.0,9877,338
3,79,2020-03-20,0,0,,,,0,0
2,79,2021-03-20,6,3,2.0,1.0,0.0,81,12
76,0,2021-07-10,424,45,140.0,231.0,8.0,21695,4603
75,49,2021-04-10,62,18,40.0,2.0,2.0,871,21
6,39,2021-03-06,10,1,,,,157,1
53,89,2021-02-07,270,3,,,,1072,414
52,39,2021-03-10,10,1,,,,387,3
52,89,2020-12-25,304,5,,,,1515,541
1,19,2021-02-08,0,0,,,,9,0
52,29,2021-05-12,7,1,6.0,0.0,0.0,361,0
76,89,2021-07-15,117,1,43.0,73.0,0.0,4658,1825
1,29,2021-03-08,0,0,,,,23,0
27,19,2021-08-01,3,0,2.0,1.0,0.0,203,0
76,90,2021-04-10,196,4,117.0,75.0,0.0,1809,1030
6,9,2021-01-03,0,0,,,,20,0
2,89,2020-12-29,2,0,,,,43,12
3,0,2021-04-14,42,11,28.0,3.0,0.0,2292,91
44,9,2021-02-04,3,0,,,,204,1
24,89,2020-12-22,304,11,,,,1265,522
11,19,2021-07-08,10,1,6.0,0.0,3.0,1034,4
52,0,2021-06-10,337,63,146.0,125.0,3.0,13026,2701
6,69,2021-06-19,2,1,1.0,0.0,0.0,194,32
44,79,2021-02-27,545,96,,,,5916,1852
44,19,2020-12-23,5,0,,,,136,0
84,0,2021-07-20,538,57,205.0,251.0,25.0,51830,11678
24,89,2021-04-20,318,10,170.0,138.0,0.0,2399,976
1,0,2021-02-01,52,6,,,,795,170
6,0,2021-06-09,8,4,4.0,0.0,0.0,1264,130
84,89,2021-03-02,968,24,,,,9206,3816
1,9,2021-02-01,0,0,,,,21,0
94,59,2021-01-18,1,0,,,,84,5
28,0,2021-02-24,1247,126,,,,8433,2209
24,79,2021-02-23,262,54,,,,1507,357
52,9,2021-06-06,5,1,4.0,0.0,0.0,66,0
1,39,2021-01-22,0,0,,,,59,2
1,0,2020-12-26,50,3,,,,765,167
76,89,2021-01-06,435,32,,,,2273,876
53,69,2021-01-16,83,11,,,,571,74
76,19,2021-07-13,5,0,4.0,1.0,0.0,197,0
76,59,2021-01-28,129,29,,,,1411,48
1,89,2021-06-03,25,0,17.0,8.0,0.0,157,77
84,29,2021-02-19,21,2,,,,1010,9
75,69,2021-04-22,246,98,114.0,31.0,3.0,2375,257
44,79,2021-06-25,200,28,92.0,80.0,0.0,7914,2402
52,0,2021-06-13,325,58,144.0,120.0,3.0,13057,2706
24,9,2021-01-24,0,0,,,,48,0
6,0,2020-12-18,8,2,,,,534,39
3,90,2020-03-21,0,0,,,,0,0
94,69,2021-07-31,10,1,5.0,3.0,1.0,183,22
1,89,2020-12-21,16,0,,,,89,43
76,59,2021-04-13,182,67,90.0,24.0,1.0,2227,72
27,89,2020-12-14,613,21,,,,2176,972
3,39,2020-12-19,4,0,,,,397,1
32,49,2021-02-20,77,18,,,,1614,38
44,0,2021-02-07,2764,320,,,,25798,7422
24,9,2021-04-11,1,0,1.0,0.0,0.0,65,0
44,79,2021-04-27,632,163,350.0,112.0,7.0,7173,2228
4,0,2020-12-29,43,6,,,,715,51
76,19,2021-03-23,3,1,2.0,0.0,0.0,137,0
84,90,2021-02-04,549,1,,,,3825,2075
93,89,2021-07-19,148,7,30.0,110.0,1.0,8067,3304
93,79,2020-12-22,610,116,,,,3590,729
4,0,2021-06-02,167,37,93.0,37.0,0.0,1771,210
84,89,2021-04-09,895,31,622.0,237.0,5.0,10236,4282
93,49,2020-12-13,50,15,,,,1344,19
6,90,2021-03-06,0,0,,,,5,1
3,9,2021-01-10,0,0,,,,118,0
84,59,2021-06-24,111,26,41.0,40.0,4.0,6300,287
94,59,2020-12-04,2,2,,,,77,5
75,49,2020-12-25,20,2,,,,505,11
6,79,2021-01-14,1,0,,,,51,11
28,0,2020-03-26,273,75,,,,62,20
3,0,2021-04-17,39,11,23.0,5.0,0.0,2305,92
75,39,2021-02-24,7,3,,,,448,2
53,9,2021-07-28,1,0,1.0,0.0,0.0,73,0
93,9,2021-05-09,6,0,5.0,1.0,0.0,279,0
1,39,2020-12-14,2,0,,,,56,2
75,9,2021-03-16,6,0,6.0,0.0,0.0,75,0
94,79,2021-04-27,26,4,14.0,8.0,0.0,185,46
6,29,2021-03-04,14,1,,,,151,1
75,59,2021-06-17,63,20,29.0,13.0,1.0,2130,99
75,39,2021-04-22,23,6,15.0,2.0,0.0,589,2
1,29,2021-06-07,1,0,1.0,0.0,0.0,32,0
3,49,2020-12-13,1,0,,,,261,3
28,0,2021-06-15,795,93,329.0,372.0,1.0,14082,3341
52,69,2021-05-25,100,31,47.0,22.0,0.0,1961,232
32,69,2021-05-29,426,141,183.0,97.0,5.0,6588,1088
2,19,2021-02-14,0,0,,,,3,0
11,39,2021-01-04,113,11,,,,3590,71
52,59,2021-04-28,104,38,58.0,8.0,0.0,1295,57
52,9,2021-05-03,7,3,4.0,0.0,0.0,69,0
93,19,2021-04-14,5,2,2.0,0.0,1.0,340,0
44,29,2021-06-21,10,0,6.0,1.0,3.0,946,3
6,79,2021-06-21,0,0,0.0,0.0,0.0,129,33
11,49,2021-07-31,122,31,65.0,21.0,5.0,10061,346
52,90,2021-07-14,17,0,6.0,11.0,0.0,1593,732
94,89,2021-06-08,7,0,0.0,7.0,0.0,186,80
28,19,2021-02-18,1,0,,,,40,0
28,39,2021-03-26,22,4,15.0,2.0,1.0,346,7
75,69,2021-03-10,174,65,,,,1890,210
93,89,2021-01-31,1053,49,,,,4587,1908
84,9,2021-01-18,1,1,,,,199,0
93,49,2021-07-08,37,4,11.0,18.0,4.0,3156,56
94,9,2020-12-13,0,0,,,,10,0
93,29,2021-03-24,35,3,22.0,6.0,4.0,1052,4
94,89,2020-03-24,21,1,,,,2,3
84,69,2021-07-23,124,22,40.0,55.0,7.0,8516,1022
84,39,2021-05-25,43,8,31.0,2.0,2.0,2229,18
27,19,2021-02-17,4,1,,,,126,0
94,29,2021-02-04,0,0,,,,19,0
44,19,2021-04-02,3,0,3.0,0.0,0.0,205,0
27,49,2021-03-18,35,9,17.0,3.0,6.0,894,19
53,79,2020-03-26,65,15,,,,28,7
94,79,2020-12-17,5,1,,,,105,28
4,39,2021-05-04,6,2,3.0,1.0,0.0,156,3
4,90,2020-12-30,0,0,,,,7,0
27,9,2021-02-16,2,0,,,,58,0
93,89,2020-03-27,120,14,,,,33,29
76,79,2021-07-28,128,20,51.0,55.0,2.0,4615,1011
76,49,2021-06-27,24,2,11.0,11.0,0.0,1608,31
6,9,2021-05-26,0,0,0.0,0.0,0.0,30,0
27,19,2020-12-02,2,1,,,,74,0
75,69,2020-12-16,173,46,,,,1187,120
32,39,2021-06-27,26,7,14.0,4.0,1.0,1772,27
4,19,2021-07-11,1,0,1.0,0.0,0.0,50,1
28,29,2021-04-30,20,3,16.0,1.0,0.0,250,1
24,19,2021-05-24,3,1,1.0,0.0,1.0,74,0
27,39,2021-02-23,20,2,,,,462,8
3,69,2021-04-12,13,5,6.0,2.0,0.0,258,23
1,59,2021-05-14,28,11,14.0,2.0,1.0,239,18
76,0,2021-01-22,1613,221,,,,11340,2431
1,19,2021-06-02,0,0,0.0,0.0,0.0,14,0
6,49,2021-07-27,0,0,0.0,0.0,0.0,182,15
28,0,2021-05-03,1467,221,741.0,500.0,5.0,12361,3080
44,29,2021-07-17,4,0,1.0,0.0,3.0,961,3
32,79,2021-04-28,782,187,408.0,185.0,2.0,6737,1914
24,89,2020-12-19,306,7,,,,1235,503
53,59,2021-05-05,80,20,51.0,5.0,4.0,917,35
11,89,2021-06-29,389,11,95.0,279.0,4.0,16696,6886
84,90,2021-01-25,582,1,,,,3612,1951
44,9,2021-07-11,0,0,0.0,0.0,0.0,268,1
6,90,2020-12-26,0,0,,,,2,1
52,0,2021-04-06,915,134,588.0,191.0,2.0,10227,2323
53,90,2021-05-04,88,0,48.0,38.0,2.0,710,407
6,19,2021-02-13,3,0,,,,32,1
76,49,2021-05-23,44,9,27.0,8.0,0.0,1521,29
2,89,2021-03-21,2,0,2.0,0.0,0.0,49,13
2,79,2021-05-27,14,4,8.0,2.0,0.0,148,23
84,0,2021-02-20,3370,423,,,,36151,8805
44,79,2021-04-11,632,141,371.0,116.0,4.0,6792,2121
84,89,2020-03-22,179,10,,,,22,20
3,59,2021-08-02,14,6,5.0,0.0,3.0,401,29
53,39,2020-12-12,5,0,,,,158,2
93,59,2021-03-26,313,78,162.0,53.0,20.0,4040,160
76,0,2020-03-22,261,73,,,,108,28
27,59,2021-01-31,88,13,,,,1205,80
24,29,2020-03-24,0,0,,,,1,0
28,49,2021-02-22,29,6,,,,478,24
52,59,2020-12-03,44,10,,,,595,26
24,9,2021-07-23,0,0,0.0,0.0,0.0,88,0
28,69,2021-01-31,225,32,,,,1276,211
84,69,2020-03-25,206,63,,,,61,4
11,39,2021-05-13,214,53,133.0,19.0,9.0,6342,104
76,29,2020-12-27,7,1,,,,315,1
52,59,2021-02-02,42,17,,,,797,38
27,0,2021-03-09,1310,156,,,,14600,3868
11,89,2020-12-20,1481,65,,,,9119,3932
2,29,2021-01-28,0,0,,,,13,0
1,9,2021-01-18,0,0,,,,21,0
28,59,2021-01-26,91,12,,,,808,57
4,0,2021-02-13,68,26,,,,827,56
27,19,2021-05-30,6,1,5.0,0.0,0.0,191,0
1,49,2021-07-26,4,0,3.0,1.0,0.0,212,9
24,59,2021-04-12,125,36,65.0,22.0,2.0,1157,58
52,90,2021-01-25,203,0,,,,890,465
2,19,2021-04-29,0,0,0.0,0.0,0.0,5,0
52,19,2021-03-13,3,0,,,,59,0
76,39,2020-12-11,17,5,,,,423,3
6,9,2021-01-11,0,0,,,,20,0
93,59,2021-07-07,96,23,25.0,41.0,7.0,5577,220
84,0,2021-02-23,3395,411,,,,36452,8915
75,29,2021-05-30,13,3,7.0,2.0,1.0,470,2
94,69,2021-07-16,7,0,1.0,5.0,1.0,176,22
2,49,2021-06-14,1,0,1.0,0.0,0.0,101,8
76,79,2021-03-15,356,101,149.0,105.0,1.0,3233,706
27,79,2021-05-29,172,31,71.0,70.0,0.0,4247,1037
2,19,2020-03-23,0,0,,,,0,0
32,29,2021-05-08,26,7,17.0,2.0,0.0,949,5
11,9,2021-08-03,7,1,6.0,0.0,0.0,1013,3
53,59,2021-06-05,43,12,22.0,5.0,4.0,1042,41
93,69,2020-03-24,121,38,,,,71,1
53,0,2021-04-07,786,124,440.0,188.0,34.0,5952,1368
3,79,2021-01-11,4,1,,,,122,18
44,49,2021-03-07,73,12,,,,1857,66
44,29,2021-01-07,10,0,,,,574,2
84,19,2021-06-04,9,2,5.0,1.0,1.0,436,1
93,9,2021-07-05,2,0,1.0,1.0,0.0,309,0
76,89,2021-07-19,117,2,44.0,71.0,0.0,4662,1826
32,0,2021-01-03,2391,252,,,,17961,4483
93,90,2021-01-11,416,3,,,,1811,955
32,29,2021-03-07,22,5,,,,703,3
